name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Ahmedabad,2020-07-01,37,29,32.6,50.6,35.6,41.8,26.3,70.3,0,0,0,,0,0,32.4,18.4,214.5,1001.7,45.5,4.2,247.8,21.5,8,,2020-07-01T05:57:47,2020-07-01T19:29:14,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-02,38.2,28,33,48.5,32.7,40.5,25.1,64.7,0,0,0,,0,0,33.1,18.4,220.8,1000.7,47.1,4.4,236.5,20.4,7,,2020-07-02T05:58:07,2020-07-02T19:29:15,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-03,39,26.8,31.7,50.3,30.6,38.8,25.5,71.7,48,100,8.33,rain,0,0,50,34.5,229.2,999.9,43.8,4.4,214.4,18.6,8,,2020-07-03T05:58:28,2020-07-03T19:29:16,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-04,37,27.4,31.7,50.1,33,41.3,27,77.5,4,100,4.17,rain,0,0,29.5,13.7,183.1,998,46.7,3.9,226.2,19.6,8,,2020-07-04T05:58:50,2020-07-04T19:29:16,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-05,34,28,30.1,43.9,32.7,36.8,25.5,77.2,2,100,4.17,rain,0,0,37.8,18.4,157.3,996.9,54.6,4.1,77.9,6.7,3,,2020-07-05T05:59:12,2020-07-05T19:29:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-06,29.2,26,27.4,37.4,26,31.3,25.9,91.6,17,100,12.5,rain,0,0,49.7,13.2,108.6,996,57.7,3.4,91.3,7.8,5,,2020-07-06T05:59:34,2020-07-06T19:29:12,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-07,33.2,26,29.4,44.4,26,35.7,25.8,81.1,0,0,0,,0,0,50.8,16.6,127.4,996.6,53.2,4.3,129.2,11.2,5,,2020-07-07T05:59:57,2020-07-07T19:29:08,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-08,32,26,28.2,42.3,26,34,26.3,89.7,28.6,100,16.67,rain,0,0,47.5,18.4,173.7,1000.8,53.9,3.2,198.4,17.1,7,,2020-07-08T06:00:20,2020-07-08T19:29:03,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-09,34.1,27,29.4,46.6,31.2,36.7,26.5,84.7,9,100,8.33,rain,0,0,42.8,13,204.5,1001.4,40.6,3.8,226.8,19.6,7,,2020-07-09T06:00:43,2020-07-09T19:28:57,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-10,33.7,27,29.8,44.7,30.6,37,26.1,81.2,2,100,4.17,rain,0,0,48.6,20.5,214.9,1001.3,44.7,4.1,207.6,18,7,,2020-07-10T06:01:07,2020-07-10T19:28:49,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-11,34.5,27,29.6,46.2,30.6,36.4,25.9,81.4,0,0,0,,0,0,40.7,26.3,217.9,1001,50.7,4.5,179,15.5,7,,2020-07-11T06:01:31,2020-07-11T19:28:41,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-12,31,26,28,40.8,26,33.5,26.3,90.9,16.6,100,12.5,rain,0,0,40.7,18.4,216.4,1001.7,58.8,3.2,163.7,14,5,,2020-07-12T06:01:56,2020-07-12T19:28:31,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-13,34,27,30,43.8,31.2,36.9,26,80.5,0,0,0,,0,0,30.2,14.8,217.2,1001.6,53.7,4.1,199.5,17.3,6,,2020-07-13T06:02:20,2020-07-13T19:28:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-14,37,27,30.7,49.5,31.2,39.4,26.8,80.7,0.9,100,4.17,rain,0,0,21.2,15.5,230.2,1001.4,53.8,3.5,216,18.7,7,,2020-07-14T06:02:45,2020-07-14T19:28:08,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-15,36,25,30.4,50.1,25,38.2,26.6,81.1,11,100,4.17,rain,0,0,21.6,14.8,231.6,1000.4,56.3,3.7,181.8,15.6,7,,2020-07-15T06:03:11,2020-07-15T19:27:55,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-16,33.2,25,28.7,44.7,25,33.5,25.5,83.6,11,100,4.17,rain,0,0,37.1,18.4,275.7,998.1,54.3,3.1,86.8,7.6,4,,2020-07-16T06:03:36,2020-07-16T19:27:40,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-17,33,26,29.6,44.2,26,36.5,26.6,84.6,0,0,0,,0,0,29.9,9.4,144.7,998,58.7,3.7,195.8,16.8,6,,2020-07-17T06:04:01,2020-07-17T19:27:25,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-18,35,27,30.7,45.4,30.6,38.1,25.8,76.1,0,0,0,,0,0,37.1,18.2,178.7,1001.2,52,4.1,201.9,17.4,6,,2020-07-18T06:04:27,2020-07-18T19:27:08,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-07-19,36,28,31.2,46.8,32.7,39.1,26.1,75.2,0,0,0,,0,0,30.2,18.4,227.2,1003.1,49,4.6,210,18.3,7,,2020-07-19T06:04:53,2020-07-19T19:26:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-20,36,28,31.3,44.6,32.7,38.8,25.7,73.6,0,0,0,,0,0,32.4,18.4,232.6,1001.4,54,4.3,218.2,18.9,7,,2020-07-20T06:05:18,2020-07-20T19:26:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-07-21,36,27,31.4,46.8,30.6,38.6,25.4,71.7,1.3,100,8.33,rain,0,0,38.9,22.3,216.9,1002.4,44.4,4.2,232.8,20,7,,2020-07-21T06:05:44,2020-07-21T19:26:10,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-22,37,27,31.4,46,30.6,37.9,24.9,69.7,0,0,0,,0,0,32.8,18.4,229.9,1004.6,44.7,4.1,239.2,20.7,8,,2020-07-22T06:06:10,2020-07-22T19:25:49,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-07-23,35.7,29,31.6,45.2,34.5,39.4,25.8,72.1,0,0,0,,0,0,27.4,16.6,246.5,1003.4,38.3,4.4,223.2,19.2,7,,2020-07-23T06:06:36,2020-07-23T19:25:26,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-24,36,25,30.7,45.5,25,37.5,25.5,74.6,2,100,4.17,rain,0,0,24.8,18.4,249.7,1004.4,48.2,3.7,209.5,18,7,,2020-07-24T06:07:02,2020-07-24T19:25:02,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-25,35.4,25,28.8,45.5,25,33.1,25.6,84.9,46,100,8.33,rain,0,0,34.2,16.6,188.4,1004.9,53,3.2,189.5,16.4,8,,2020-07-25T06:07:28,2020-07-25T19:24:37,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-26,34,27,29.9,44.2,30.6,36.3,25.6,78.8,0,0,0,,0,0,26.6,16.3,202,1005.9,48.1,3.5,217.3,18.9,8,,2020-07-26T06:07:54,2020-07-26T19:24:11,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-27,35.1,28,31,45.6,32.7,38.5,25.7,74.1,0,0,0,,0,0,29.2,20.5,221.6,1005.9,40.1,4.7,231,20,7,,2020-07-27T06:08:20,2020-07-27T19:23:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-28,35,28,31,46.7,33.5,39.2,26.2,76.5,0,0,0,,0,0,31.3,16.6,246.9,1004.4,49.5,4.3,183.3,15.7,6,,2020-07-28T06:08:45,2020-07-28T19:23:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-29,36,29,31.6,46.7,34.5,39.8,26,72.9,0,0,0,,0,0,29.9,14.8,237.4,1002.2,54.1,4,174.5,15,6,,2020-07-29T06:09:11,2020-07-29T19:22:45,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-30,35,28,30.5,48.7,33.5,39,26.7,81,10,100,4.17,rain,0,0,29.2,16.6,214.8,1002.5,54.9,3.6,115.9,10.1,5,,2020-07-30T06:09:36,2020-07-30T19:22:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-07-31,37,27,31,47.9,31.2,39,26.3,77.2,0,0,0,,0,0,22.7,16.6,217,1002.5,46.5,3.8,199.8,17.4,7,,2020-07-31T06:10:02,2020-07-31T19:21:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-01,36,27,31.4,48.7,30.6,39.3,25.9,73.9,0,0,0,,0,0,25.2,13.4,214.5,1002.3,42.9,4.1,199.2,17.2,6,,2020-08-01T06:10:27,2020-08-01T19:21:10,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-02,36,28,31.7,46.3,32.7,39.6,25.9,72.3,0,0,0,,0,0,31,18.4,219,1001.5,45.9,4.2,227.9,19.9,7,,2020-08-02T06:10:52,2020-08-02T19:20:36,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-03,35,28,30.8,45.5,32.7,38.6,26.1,76.6,8,100,4.17,rain,0,0,29.9,18.4,219.2,998.6,49.3,4.1,218.8,18.8,8,,2020-08-03T06:11:17,2020-08-03T19:20:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-04,36,28,31.6,48.1,33.5,40,26.2,74.2,0,0,0,,0,0,25.6,13,169.5,994.9,48.2,4.7,215.5,18.6,8,,2020-08-04T06:11:42,2020-08-04T19:19:25,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-05,35,25.7,29.6,51,25.7,36.5,26.3,83,1,100,4.17,rain,0,0,25.9,10.7,346,993.4,57.2,3.8,160.9,13.8,6,,2020-08-05T06:12:07,2020-08-05T19:18:48,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-06,31,26,28,42.3,26,33.5,26.8,93.7,1,100,4.17,rain,0,0,29.9,7.7,359.2,993.3,67.2,3.5,108.6,9.5,5,,2020-08-06T06:12:31,2020-08-06T19:18:10,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-07,31,27,28.8,41.7,31.2,36.3,27,90.4,9,100,8.33,rain,0,0,44.3,18.4,191.4,997.4,61.3,2.8,99.4,8.8,4,,2020-08-07T06:12:56,2020-08-07T19:17:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-08,33.2,26,28.7,44.7,26,34.4,26.2,86.9,23,100,12.5,rain,0,0,41.8,22.3,214.3,1001,60.6,3.4,174,15,6,,2020-08-08T06:13:20,2020-08-08T19:16:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-09,29,26,26.9,38.2,26,30.4,26.7,98.6,70,100,20.83,rain,0,0,36,18.4,238.7,1001.2,66.8,2.2,52.4,4.6,2,,2020-08-09T06:13:43,2020-08-09T19:16:10,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-10,31,26,28.2,42.3,26,34,26.7,92.2,12,100,16.67,rain,0,0,22.3,13,249.7,1001.4,67.2,2.3,64.1,5.4,3,,2020-08-10T06:14:07,2020-08-10T19:15:28,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-11,34,26,29.3,45.3,26,36.3,26.8,87.3,0.2,100,4.17,rain,0,0,32.4,14.8,228.7,1002.1,58.1,3.5,145.7,12.4,6,,2020-08-11T06:14:31,2020-08-11T19:14:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-12,28.3,26,27.2,35.6,26,31.5,26.5,96.2,4,100,8.33,rain,0,0,37.4,22.3,236.7,1002.7,65.1,2.8,47.4,4,2,,2020-08-12T06:14:54,2020-08-12T19:14:01,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-13,27.3,25,26,32.6,25,26.8,25.8,99.1,7,100,12.5,rain,0,0,37.4,22.3,235.5,1000.6,62.9,2.4,26.8,2.2,1,,2020-08-13T06:15:17,2020-08-13T19:13:17,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-14,30,25,27,38.8,25,30.6,26,94.1,4.1,100,8.33,rain,0,0,33.1,20.5,230.7,998.4,63.5,3.2,47,4,2,,2020-08-14T06:15:40,2020-08-14T19:12:31,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-15,30.4,26,27.5,41.9,26,32.2,26.4,93.5,0.2,100,4.17,rain,0,0,31,14.8,226.4,998.4,58.8,3,112.4,9.6,5,,2020-08-15T06:16:02,2020-08-15T19:11:45,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-16,30,27,27.9,40.4,31.2,33.9,26.7,93.5,0.3,100,4.17,rain,0,0,25.9,16.6,223.5,999.5,68.2,3.1,46.8,4,2,,2020-08-16T06:16:24,2020-08-16T19:10:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-17,31,26.4,28.1,42.3,26.4,34.9,27.2,94.9,77,100,12.5,rain,0,0,35.6,18.4,225.8,999.5,64.2,2.6,104,9,4,,2020-08-17T06:16:47,2020-08-17T19:10:10,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-18,31,26,27.4,42.3,26,31.6,26.6,95.3,5,100,8.33,rain,0,0,26.6,20.5,227.7,1001.7,63.5,2.8,80.2,7,3,,2020-08-18T06:17:08,2020-08-18T19:09:22,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-19,32.1,26,28.1,43.7,26,33.6,26.5,91.5,3.4,100,8.33,rain,0,0,29.5,22.3,226.7,1001.2,62.1,3.3,120.4,10.3,5,,2020-08-19T06:17:30,2020-08-19T19:08:32,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-20,32,27,28.7,42.3,31.1,35.6,26.9,90.4,0.2,100,4.17,rain,0,0,20.9,16.6,237.5,1000.6,62.1,3.2,67.2,5.7,3,,2020-08-20T06:17:51,2020-08-20T19:07:42,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-21,32.1,25.8,28.1,44.4,25.8,34.3,27,94.4,28,100,4.17,rain,0,0,19.4,18.4,245.7,1001.3,65,3.1,117.6,10.2,5,,2020-08-21T06:18:13,2020-08-21T19:06:51,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-22,29.2,26,27.8,38.8,26,33.7,27.1,96.1,12,100,12.5,rain,0,0,21.6,14.8,225.7,1001.5,63.8,2.4,75.6,6.6,3,,2020-08-22T06:18:34,2020-08-22T19:06:00,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-23,26.2,25,25.9,26.2,25,25.9,25.8,99.6,56,100,25,rain,0,0,34.9,18.4,246.9,1000.9,68.9,2.4,24.2,2.1,1,,2020-08-23T06:18:54,2020-08-23T19:05:08,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-08-24,26.2,24,25.3,26.2,24,25.3,25.3,99.5,16,100,16.67,rain,0,0,70.9,20.5,221,1000.9,72.1,2.1,25.4,2.1,1,,2020-08-24T06:19:15,2020-08-24T19:04:15,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-25,32,25.9,28,42.3,25.9,32.7,26.3,90.8,5,100,8.33,rain,0,0,49.7,22.3,220.5,1004.7,66,3.1,155.7,13.5,6,,2020-08-25T06:19:35,2020-08-25T19:03:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-26,31.1,26,27.9,42.3,26,33.1,26.4,91.5,11,100,8.33,rain,0,0,42.1,18.1,208.3,1006.6,55.6,3.1,191.7,16.6,7,,2020-08-26T06:19:55,2020-08-26T19:02:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-27,32.2,25.8,28.5,42.3,25.8,34.7,26.6,89.6,0.9,100,4.17,rain,0,0,35.6,18.4,206.3,1005.8,51.3,3.2,196.6,16.9,7,,2020-08-27T06:20:15,2020-08-27T19:01:33,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-28,32.2,26.7,28.8,44.1,30.2,35.9,26.8,89.5,0.2,100,4.17,rain,0,0,27.4,16.6,214.5,1003.2,56.2,2.9,140.8,12,5,,2020-08-28T06:20:35,2020-08-28T19:00:38,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-29,33,26.9,29.2,46.2,31.2,37.3,27.3,90.2,0,0,0,,0,0,19.8,16.6,225,1002.1,63,3.5,86.3,7.4,4,,2020-08-29T06:20:55,2020-08-29T18:59:42,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-30,28.1,25.2,26.7,35,25.2,29.8,26.5,98.3,44,100,20.83,rain,0,0,26.3,18.4,218.6,1001.4,79.7,2.4,17.8,1.4,1,,2020-08-30T06:21:14,2020-08-30T18:58:46,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-08-31,29.1,24.1,25.6,37,24.1,26.1,25.3,98.7,55,100,16.67,rain,0,0,47.5,22.3,213.1,1004.1,76.1,2.3,166.5,14.4,7,,2020-08-31T06:21:33,2020-08-31T18:57:50,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-01,33,24.8,28.2,43.8,24.8,33,26.1,89.1,5,100,4.17,rain,0,0,28.8,14.8,239.9,1007.6,53.2,3.8,214.3,18.5,8,,2020-09-01T06:21:53,2020-09-01T18:56:53,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-02,34,25.8,29.5,44.1,25.8,36.3,26.5,84.9,0,0,0,,0,0,18,7.6,301.5,1008.2,50.4,3.8,212.8,18.4,7,,2020-09-02T06:22:11,2020-09-02T18:55:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-03,35,26.8,30.4,47.3,30.5,39.3,27.1,83.1,0.2,100,4.17,rain,0,0,16.6,7.6,320.3,1007.3,55.4,3.8,184.8,15.9,7,,2020-09-03T06:22:30,2020-09-03T18:54:57,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-04,37,27.8,31.3,47.6,34.4,40.2,26.9,79.3,0,0,0,,0,0,19.1,9.4,263.4,1006.9,48.4,3.9,235.6,20.4,8,,2020-09-04T06:22:49,2020-09-04T18:53:59,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-05,36,27.1,31.3,48.7,31.7,41,27.2,80.3,0,0,0,,0,0,23.8,11.2,280.5,1006,33.5,3.9,237.4,20.2,8,,2020-09-05T06:23:08,2020-09-05T18:53:00,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-06,35.5,27.4,31.3,51,31.8,40.6,26.8,77.7,0,0,0,,0,0,25.6,14.8,285.4,1005.2,35.9,4.2,242.8,20.8,8,,2020-09-06T06:23:26,2020-09-06T18:52:01,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-07,36,27.9,31.3,49.5,33.8,39.9,26.5,77.2,0,0,0,,0,0,25.6,14.8,275.6,1005.8,37.9,4.1,239.5,20.7,8,,2020-09-07T06:23:44,2020-09-07T18:51:02,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-08,36,27.8,31.4,46.7,33.5,39.4,26,74.4,0,0,0,,0,0,25.2,13,290.2,1006.5,32.6,4,221.2,19.1,8,,2020-09-08T06:24:03,2020-09-08T18:50:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-09,35,27.7,30.4,46.7,32.4,39.1,26.8,81.7,15,100,8.33,rain,0,0,19.1,9.4,315.9,1005.7,38,3.9,220.9,19.2,7,,2020-09-09T06:24:21,2020-09-09T18:49:03,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-10,37,27.5,32.1,51.5,32.2,41.9,27,76,0.2,100,4.17,rain,0,0,20.5,9.4,343.2,1003.4,38.1,4,231.7,19.9,8,,2020-09-10T06:24:39,2020-09-10T18:48:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-09-11,35,26,30.5,49.5,26,38.6,26.9,82,20,100,8.33,rain,0,0,20.9,16.6,309.8,1003.3,50.7,3.4,227.2,19.7,8,,2020-09-11T06:24:57,2020-09-11T18:47:03,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-12,36,26,29.4,50.1,26,36.3,26.9,87.5,15,100,4.17,rain,0,0,22.3,10.1,66.4,1004.8,64.8,3.5,175.9,15.1,7,,2020-09-12T06:25:15,2020-09-12T18:46:02,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-09-13,35,26.7,30.2,48.7,30.6,39.2,27.4,85.7,0.3,100,4.17,rain,0,0,23.4,9.4,136.9,1005.2,43,4.1,173.2,15,7,,2020-09-13T06:25:34,2020-09-13T18:45:02,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2020-09-14,34,27.8,30.4,45.6,33.5,39.1,26.9,82.4,0,0,0,,0,0,20.5,13,195.6,1005.1,55.3,3.9,175.3,15.3,7,,2020-09-14T06:25:52,2020-09-14T18:44:01,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2020-09-15,34,28,30.4,47.3,33.4,39.9,27.3,84.1,1,100,4.17,rain,0,0,21.2,17.3,242.1,1005,56.6,3.7,173.4,15,7,,2020-09-15T06:26:10,2020-09-15T18:43:00,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
